CountryCode,CountryName,Región,GTCEcrono,GTCEenMx,GTCEmemberx2,GTCEmemberx3,GTCEm1,GTCEm2,GTCEm3,GTCE70vs20,GTCE77vs13,GTCE14dummy,EGOVordx4original,EGOVordx16original,EGOV2020x2,EGOV2020x3,EGOV2020x4,EGOV_muyAltoD,EGOV_AltoD,Densidadx2,Densidadx3,Densidadx4,DensidadMediaBaja_DUM,DensidadMediaAlta_DUM,DensidadMenor,DensidadMayor,DensidadAlta_DUM,INCOMEx2,INCOMEx4,RTA#,ecRTA#,Red_ecRTA_1almenos,Red_ecRTAx3ok,Red_RTAx3ok,Red_RTA_altaDUM,Red_ecRTA_altaDUM,Red_ecRTAx4,Red_RTAx4,Red_ecRTAx2ok,Red_RTAx2ok,REGPOLx4,REGPOLx2,ECOMx2,filter_$INTEGRADO,filter_$ecRTAcat1,filter_$
TUN3,Tunisia M3,3,3,0,0,0,0,0,0,0,0,0,3,11,0,1,1,0,0,0,2,2,1,0,1,0,0,0,2,8,0,0,0,1,1,0,0,2,0,1,3,1,0,1,1,0
TUR1,Turkey M1,2,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,3,3,0,1,0,1,0,1,3,24,3,1,1,2,1,0,2,3,1,1,2,0,1,1,1,0
TUR2,Turkey M2,2,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,3,3,0,1,0,1,0,1,3,24,3,1,1,2,1,0,2,3,1,1,2,0,1,1,1,0
TUR3,Turkey M3,2,0,1,1,2,1,1,1,1,1,0,4,13,1,1,2,0,1,1,3,3,0,1,0,1,0,1,3,24,3,1,1,2,1,0,2,3,1,1,2,0,1,1,1,0
UGA1,Uganda M1,4,3,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
UGA2,Uganda M2,4,3,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
UGA3,Uganda M3,4,3,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
UKR1,Ukraine M1,2,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,3,3,0,1,0,1,0,0,2,20,3,1,1,2,1,0,2,3,1,1,2,0,1,1,1,0
UKR2,Ukraine M2,2,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,3,3,0,1,0,1,0,0,2,20,3,1,1,2,1,0,2,3,1,1,2,0,1,1,1,0
UKR3,Ukraine M3,2,0,1,1,2,1,1,1,1,1,0,3,12,1,1,2,0,1,1,3,3,0,1,0,1,0,0,2,20,3,1,1,2,1,0,2,3,1,1,2,0,1,1,1,0
ARE1,United Arab Emirates M1,3,1,0,1,1,0,1,1,2,1,0,4,15,1,0,3,1,0,1,2,3,0,1,0,1,0,1,4,4,2,1,1,1,0,0,1,1,0,0,0, ,1,1,1,0
ARE2,United Arab Emirates M2,3,1,1,1,1,0,1,1,2,1,0,4,15,1,0,3,1,0,1,2,3,0,1,0,1,0,1,4,4,2,1,1,1,0,0,1,1,0,0,0, ,1,1,1,0
ARE3,United Arab Emirates M3,3,1,1,1,1,0,1,1,2,1,0,4,15,1,0,3,1,0,1,2,3,0,1,0,1,0,1,4,4,2,1,1,1,0,0,1,1,0,0,0, ,1,1,1,0
GBR1,United Kingdom M1,2,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,38,15,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
GBR2,United Kingdom M2,2,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,38,15,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
GBR3,United Kingdom M3,2,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,38,15,1,2,2,1,1,3,3,1,1,4,1,1,1,0,0
USA1,United States M1,6,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,14,12,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
USA2,United States M2,6,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,14,12,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
USA3,United States M3,6,0,1,1,2,1,1,1,1,1,0,4,16,1,0,3,1,0,1,3,4,0,0,0,1,1,1,4,14,12,1,2,2,1,1,3,2,1,1,4,1,1,1,0,0
URY1,Uruguay M1,5,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,2,3,0,1,0,1,0,1,4,8,0,0,0,1,1,0,0,2,0,1,4,1,1,1,1,0
URY2,Uruguay M2,5,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,2,3,0,1,0,1,0,1,4,8,0,0,0,1,1,0,0,2,0,1,4,1,1,1,1,0
URY3,Uruguay M3,5,0,1,1,2,1,1,1,1,1,0,4,15,1,0,3,1,0,1,2,3,0,1,0,1,0,1,4,8,0,0,0,1,1,0,0,2,0,1,4,1,1,1,1,0
VUT1,Vanuatu M1,7,3,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0, , , , , , , , ,0,2,3,0,0,0,0,0,0,0,1,0,0,3,1, , ,1,0
VUT2,Vanuatu M2,7,3,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0, , , , , , , , ,0,2,3,0,0,0,0,0,0,0,1,0,0,3,1, , ,1,0
VUT3,Vanuatu M3,7,3,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0, , , , , , , , ,0,2,3,0,0,0,0,0,0,0,1,0,0,3,1, , ,1,0
VEN1,"Venezuela, RB M1",5,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,2,2,1,0,1,0,0, , ,3,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0
VEN2,"Venezuela, RB M2",5,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,2,2,1,0,1,0,0, , ,3,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0
VEN3,"Venezuela, RB M3",5,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,2,2,1,0,1,0,0, , ,3,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0
VNM1,Vietnam M1,7,3,0,0,0,0,0,0,0,0,0,3,11,0,1,1,0,0,1,2,3,0,1,0,1,0,0,2,15,6,1,2,2,1,1,2,2,1,1,1,0,1,1,1,0
VNM2,Vietnam M2,7,3,0,0,0,0,0,0,0,0,0,3,11,0,1,1,0,0,1,2,3,0,1,0,1,0,0,2,15,6,1,2,2,1,1,2,2,1,1,1,0,1,1,1,0
VNM3,Vietnam M3,7,3,0,0,0,0,0,0,0,0,0,3,11,0,1,1,0,0,1,2,3,0,1,0,1,0,0,2,15,6,1,2,2,1,1,2,2,1,1,1,0,1,1,1,0
YEM1,"Yemen, Rep. M1",3,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
YEM2,"Yemen, Rep. M2",3,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
YEM3,"Yemen, Rep. M3",3,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
ZMB1,Zambia M1,4,3,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
ZMB2,Zambia M2,4,3,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
ZMB3,Zambia M3,4,3,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
ZWE1,Zimbabwe M1,4,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,1,2,1,0,1,0,0,0,2,6,1,1,1,1,0,0,1,1,0,0,2,0,0,1,1,0
ZWE2,Zimbabwe M2,4,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,1,2,1,0,1,0,0,0,2,6,1,1,1,1,0,0,1,1,0,0,2,0,0,1,1,0
ZWE3,Zimbabwe M3,4,3,0,0,0,0,0,0,0,0,0,3,9,0,2,1,0,0,0,1,2,1,0,1,0,0,0,2,6,1,1,1,1,0,0,1,1,0,0,2,0,0,1,1,0
